From	To	Species	Gene Name
10981	RAB32	Homo sapiens	RAB32, member RAS oncogene family(RAB32)
112483	SAT2	Homo sapiens	spermidine/spermine N1-acetyltransferase family member 2(SAT2)
5745	PTH1R	Homo sapiens	parathyroid hormone 1 receptor(PTH1R)
10980	COPS6	Homo sapiens	COP9 signalosome subunit 6(COPS6)
5746	PTH2R	Homo sapiens	parathyroid hormone 2 receptor(PTH2R)
10983	CCNI	Homo sapiens	cyclin I(CCNI)
5747	PTK2	Homo sapiens	protein tyrosine kinase 2(PTK2)
10982	MAPRE2	Homo sapiens	microtubule associated protein RP/EB family member 2(MAPRE2)
10985	GCN1	Homo sapiens	GCN1, eIF2 alpha kinase activator homolog(GCN1)
22933	SIRT2	Homo sapiens	sirtuin 2(SIRT2)
22934	RPIA	Homo sapiens	ribose 5-phosphate isomerase A(RPIA)
4430	MYO1B	Homo sapiens	myosin IB(MYO1B)
5763	PTMS	Homo sapiens	parathymosin(PTMS)
112464	PRKCDBP	Homo sapiens	protein kinase C delta binding protein(PRKCDBP)
3101	HK3	Homo sapiens	hexokinase 3(HK3)
57680	CHD8	Homo sapiens	chromodomain helicase DNA binding protein 8(CHD8)
57688	ZSWIM6	Homo sapiens	zinc finger SWIM-type containing 6(ZSWIM6)
55024	BANK1	Homo sapiens	B-cell scaffold protein with ankyrin repeats 1(BANK1)
57689	LRRC4C	Homo sapiens	leucine rich repeat containing 4C(LRRC4C)
10953	TOMM34	Homo sapiens	translocase of outer mitochondrial membrane 34(TOMM34)
10956	OS9	Homo sapiens	OS9, endoplasmic reticulum lectin(OS9)
55022	PID1	Homo sapiens	phosphotyrosine interaction domain containing 1(PID1)
57684	ZBTB26	Homo sapiens	zinc finger and BTB domain containing 26(ZBTB26)
124446	TMEM219	Homo sapiens	transmembrane protein 219(TMEM219)
55027	HEATR3	Homo sapiens	HEAT repeat containing 3(HEATR3)
353274	ZNF445	Homo sapiens	zinc finger protein 445(ZNF445)
10959	TMED2	Homo sapiens	transmembrane p24 trafficking protein 2(TMED2)
5753	PTK6	Homo sapiens	protein tyrosine kinase 6(PTK6)
5754	PTK7	Homo sapiens	protein tyrosine kinase 7 (inactive)(PTK7)
100127983	C8orf88	Homo sapiens	chromosome 8 open reading frame 88(C8orf88)
5756	TWF1	Homo sapiens	twinfilin actin binding protein 1(TWF1)
5757	PTMA	Homo sapiens	prothymosin, alpha(PTMA)
10950	btg3	Homo sapiens	BTG anti-proliferation factor 3(BTG3)
149708	WFDC5	Homo sapiens	WAP four-disulfide core domain 5(WFDC5)
10951	CBX1	Homo sapiens	chromobox 1(CBX1)
22943	DKK1	Homo sapiens	dickkopf WNT signaling pathway inhibitor 1(DKK1)
22944	KIN	Homo sapiens	Kin17 DNA and RNA binding protein(KIN)
4440	MSI1	Homo sapiens	musashi RNA binding protein 1(MSI1)
22948	CCT5	Homo sapiens	chaperonin containing TCP1 subunit 5(CCT5)
22949	PTGR1	Homo sapiens	prostaglandin reductase 1(PTGR1)
57691	KIAA1586	Homo sapiens	KIAA1586(KIAA1586)
3110	MNX1	Homo sapiens	motor neuron and pancreas homeobox 1(MNX1)
55031	USP47	Homo sapiens	ubiquitin specific peptidase 47(USP47)
22941	SHANK2	Homo sapiens	SH3 and multiple ankyrin repeat domains 2(SHANK2)
83959	SLC4A11	Homo sapiens	solute carrier family 4 member 11(SLC4A11)
3109	HLA-DMB	Homo sapiens	major histocompatibility complex, class II, DM beta(HLA-DMB)
57699	CPNE5	Homo sapiens	copine 5(CPNE5)
3108	HLA-DMA	Homo sapiens	major histocompatibility complex, class II, DM alpha(HLA-DMA)
10964	IFI44L	Homo sapiens	interferon induced protein 44 like(IFI44L)
3107	HLA-C	Homo sapiens	major histocompatibility complex, class I, C(HLA-C)
55034	MOCOS	Homo sapiens	molybdenum cofactor sulfurase(MOCOS)
3106	HLA-B	Homo sapiens	major histocompatibility complex, class I, B(HLA-B)
55033	FKBP14	Homo sapiens	FK506 binding protein 14(FKBP14)
10966	RAB40B	Homo sapiens	RAB40B, member RAS oncogene family(RAB40B)
3105	hla-a	Homo sapiens	major histocompatibility complex, class I, A(HLA-A)
3104	ZBTB48	Homo sapiens	zinc finger and BTB domain containing 48(ZBTB48)
55039	TRMT12	Homo sapiens	tRNA methyltransferase 12 homolog(TRMT12)
55038	CDCA4	Homo sapiens	cell division cycle associated 4(CDCA4)
57697	fancm	Homo sapiens	Fanconi anemia complementation group M(FANCM)
57698	SHTN1	Homo sapiens	shootin 1(SHTN1)
389203	SMIM20	Homo sapiens	small integral membrane protein 20(SMIM20)
5764	PTN	Homo sapiens	pleiotrophin(PTN)
4436	MSH2	Homo sapiens	mutS homolog 2(MSH2)
113791	PIK3IP1	Homo sapiens	phosphoinositide-3-kinase interacting protein 1(PIK3IP1)
5768	qsox1	Homo sapiens	quiescin sulfhydryl oxidase 1(QSOX1)
10960	LMAN2	Homo sapiens	lectin, mannose binding 2(LMAN2)
10962	MLLT11	Homo sapiens	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11(MLLT11)
64793	CEP85	Homo sapiens	centrosomal protein 85(CEP85)
64792	IFT22	Homo sapiens	intraflagellar transport 22(IFT22)
5782	PTPN12	Homo sapiens	protein tyrosine phosphatase, non-receptor type 12(PTPN12)
64795	RMND5A	Homo sapiens	required for meiotic nuclear division 5 homolog A(RMND5A)
5783	PTPN13	Homo sapiens	protein tyrosine phosphatase, non-receptor type 13(PTPN13)
64794	DDX31	Homo sapiens	DEAD-box helicase 31(DDX31)
3123	HLA-DRB1	Homo sapiens	major histocompatibility complex, class II, DR beta 1(HLA-DRB1)
3122	hla-dra	Homo sapiens	major histocompatibility complex, class II, DR alpha(HLA-DRA)
64798	DEPTOR	Homo sapiens	DEP domain containing MTOR-interacting protein(DEPTOR)
3120	HLA-DQB2	Homo sapiens	major histocompatibility complex, class II, DQ beta 2(HLA-DQB2)
51480	VCX2	Homo sapiens	variable charge, X-linked 2(VCX2)
3119	HLA-DQB1	Homo sapiens	major histocompatibility complex, class II, DQ beta 1(HLA-DQB1)
148479	PHF13	Homo sapiens	PHD finger protein 13(PHF13)
3115	HLA-DPB1	Homo sapiens	major histocompatibility complex, class II, DP beta 1(HLA-DPB1)
3113	HLA-DPA1	Homo sapiens	major histocompatibility complex, class II, DP alpha 1(HLA-DPA1)
5775	PTPN4	Homo sapiens	protein tyrosine phosphatase, non-receptor type 4(PTPN4)
5777	PTPN6	Homo sapiens	protein tyrosine phosphatase, non-receptor type 6(PTPN6)
5791	PTPRE	Homo sapiens	protein tyrosine phosphatase, receptor type E(PTPRE)
5792	PTPRF	Homo sapiens	protein tyrosine phosphatase, receptor type F(PTPRF)
5793	PTPRG	Homo sapiens	protein tyrosine phosphatase, receptor type G(PTPRG)
5794	PTPRH	Homo sapiens	protein tyrosine phosphatase, receptor type H(PTPRH)
5795	PTPRJ	Homo sapiens	protein tyrosine phosphatase, receptor type J(PTPRJ)
5796	PTPRK	Homo sapiens	protein tyrosine phosphatase, receptor type K(PTPRK)
3134	HLA-F	Homo sapiens	major histocompatibility complex, class I, F(HLA-F)
3133	HLA-E	Homo sapiens	major histocompatibility complex, class I, E(HLA-E)
3131	HLF	Homo sapiens	HLF, PAR bZIP transcription factor(HLF)
51490	SPOUT1	Homo sapiens	SPOUT domain containing methyltransferase 1(SPOUT1)
51491	NOP16	Homo sapiens	NOP16 nucleolar protein(NOP16)
51493	RTCB	Homo sapiens	RNA 2',3'-cyclic phosphate and 5'-OH ligase(RTCB)
51495	HACD3	Homo sapiens	3-hydroxyacyl-CoA dehydratase 3(HACD3)
3126	HLA-DRB4	Homo sapiens	major histocompatibility complex, class II, DR beta 4(HLA-DRB4)
51497	NELFCD	Homo sapiens	negative elongation factor complex member C/D(NELFCD)
123169	LEO1	Homo sapiens	LEO1 homolog, Paf1/RNA polymerase II complex component(LEO1)
5786	PTPRA	Homo sapiens	protein tyrosine phosphatase, receptor type A(PTPRA)
51499	TRIAP1	Homo sapiens	TP53 regulated inhibitor of apoptosis 1(TRIAP1)
5787	PTPRB	Homo sapiens	protein tyrosine phosphatase, receptor type B(PTPRB)
5788	PTPRC	Homo sapiens	protein tyrosine phosphatase, receptor type C(PTPRC)
5789	PTPRD	Homo sapiens	protein tyrosine phosphatase, receptor type D(PTPRD)
3145	HMBS	Homo sapiens	hydroxymethylbilane synthase(HMBS)
3142	HLX	Homo sapiens	H2.0 like homeobox(HLX)
3141	HLCS	Homo sapiens	holocarboxylase synthetase(HLCS)
147179	WIPF2	Homo sapiens	WAS/WASL interacting protein family member 2(WIPF2)
3140	MR1	Homo sapiens	major histocompatibility complex, class I-related(MR1)
160140	c11orf65	Homo sapiens	chromosome 11 open reading frame 65(C11orf65)
3135	HLA-G	Homo sapiens	major histocompatibility complex, class I, G(HLA-G)
5797	PTPRM	Homo sapiens	protein tyrosine phosphatase, receptor type M(PTPRM)
5798	PTPRN	Homo sapiens	protein tyrosine phosphatase, receptor type N(PTPRN)
5799	PTPRN2	Homo sapiens	protein tyrosine phosphatase, receptor type N2(PTPRN2)
4481	MSR1	Homo sapiens	macrophage scavenger receptor 1(MSR1)
4482	MSRA	Homo sapiens	methionine sulfoxide reductase A(MSRA)
4487	MSX1	Homo sapiens	msh homeobox 1(MSX1)
3156	HMGCR	Homo sapiens	3-hydroxy-3-methylglutaryl-CoA reductase(HMGCR)
147183	KRT25	Homo sapiens	keratin 25(KRT25)
3150	HMGN1	Homo sapiens	high mobility group nucleosome binding domain 1(HMGN1)
3149	HMGB3	Homo sapiens	high mobility group box 3(HMGB3)
3148	HMGB2	Homo sapiens	high mobility group box 2(HMGB2)
4478	MSN	Homo sapiens	moesin(MSN)
4493	MT1E	Homo sapiens	metallothionein 1E(MT1E)
4494	Mt1f	Homo sapiens	metallothionein 1F(MT1F)
4495	MT1G	Homo sapiens	metallothionein 1G(MT1G)
4496	MT1H	Homo sapiens	metallothionein 1H(MT1H)
3167	HMX2	Homo sapiens	H6 family homeobox 2(HMX2)
3166	HMX1	Homo sapiens	H6 family homeobox 1(HMX1)
221400	TDRD6	Homo sapiens	tudor domain containing 6(TDRD6)
3164	NR4A1	Homo sapiens	nuclear receptor subfamily 4 group A member 1(NR4A1)
3162	HMOX1	Homo sapiens	heme oxygenase 1(HMOX1)
3161	HMMR	Homo sapiens	hyaluronan mediated motility receptor(HMMR)
147111	NOTUM	Homo sapiens	NOTUM, palmitoleoyl-protein carboxylesterase(NOTUM)
3159	HMGA1	Homo sapiens	high mobility group AT-hook 1(HMGA1)
4488	MSX2	Homo sapiens	msh homeobox 2(MSX2)
3170	FOXA2	Homo sapiens	forkhead box A2(FOXA2)
135138	PACRG	Homo sapiens	PARK2 coregulated(PACRG)
3177	SLC29A2	Homo sapiens	solute carrier family 29 member 2(SLC29A2)
3176	HNMT	Homo sapiens	histamine N-methyltransferase(HNMT)
3175	ONECUT1	Homo sapiens	one cut homeobox 1(ONECUT1)
3174	HNF4G	Homo sapiens	hepatocyte nuclear factor 4 gamma(HNF4G)
3172	HNF4A	Homo sapiens	hepatocyte nuclear factor 4 alpha(HNF4A)
3171	FOXA3	Homo sapiens	forkhead box A3(FOXA3)
3169	FOXA1	Homo sapiens	forkhead box A1(FOXA1)
4499	Mt1m	Homo sapiens	metallothionein 1M(MT1M)
347344	ZNF81	Homo sapiens	zinc finger protein 81(ZNF81)
3187	HNRNPH1	Homo sapiens	heterogeneous nuclear ribonucleoprotein H1 (H)(HNRNPH1)
100289678	ZNF783	Homo sapiens	zinc finger family member 783(ZNF783)
221421	RSPH9	Homo sapiens	radial spoke head 9 homolog(RSPH9)
3183	HNRNPC	Homo sapiens	heterogeneous nuclear ribonucleoprotein C (C1/C2)(HNRNPC)
3182	HNRNPAB	Homo sapiens	heterogeneous nuclear ribonucleoprotein A/B(HNRNPAB)
57600	FNIP2	Homo sapiens	folliculin interacting protein 2(FNIP2)
118611	C10orf90	Homo sapiens	chromosome 10 open reading frame 90(C10orf90)
57608	KIAA1462	Homo sapiens	KIAA1462(KIAA1462)
135154	SDHAF4	Homo sapiens	succinate dehydrogenase complex assembly factor 4(SDHAF4)
57609	DIP2B	Homo sapiens	disco interacting protein 2 homolog B(DIP2B)
57605	PITPNM2	Homo sapiens	phosphatidylinositol transfer protein membrane associated 2(PITPNM2)
346007	EYS	Homo sapiens	eyes shut homolog (Drosophila)(EYS)
135152	B3GAT2	Homo sapiens	beta-1,3-glucuronyltransferase 2(B3GAT2)
3191	HNRNPL	Homo sapiens	heterogeneous nuclear ribonucleoprotein L(HNRNPL)
3190	HNRNPK	Homo sapiens	heterogeneous nuclear ribonucleoprotein K(HNRNPK)
3199	HOXA2	Homo sapiens	homeobox A2(HOXA2)
3198	HOXA1	Homo sapiens	homeobox A1(HOXA1)
3196	TLX2	Homo sapiens	T-cell leukemia homeobox 2(TLX2)
3195	TLX1	Homo sapiens	T-cell leukemia homeobox 1(TLX1)
57611	ISLR2	Homo sapiens	immunoglobulin superfamily containing leucine rich repeat 2(ISLR2)
57610	RANBP10	Homo sapiens	RAN binding protein 10(RANBP10)
57619	SHROOM3	Homo sapiens	shroom family member 3(SHROOM3)
57616	TSHZ3	Homo sapiens	teashirt zinc finger homeobox 3(TSHZ3)
57617	vps18	Homo sapiens	VPS18, CORVET/HOPS core subunit(VPS18)
132851	SPATA4	Homo sapiens	spermatogenesis associated 4(SPATA4)
64710	NUCKS1	Homo sapiens	nuclear casein kinase and cyclin dependent kinase substrate 1(NUCKS1)
246744	STH	Homo sapiens	saitohin(STH)
374946	DRAXIN	Homo sapiens	dorsal inhibitory axon guidance protein(DRAXIN)
64714	PDIA2	Homo sapiens	protein disulfide isomerase family A member 2(PDIA2)
64708	COPS7B	Homo sapiens	COP9 signalosome subunit 7B(COPS7B)
51400	PPME1	Homo sapiens	protein phosphatase methylesterase 1(PPME1)
132864	CPEB2	Homo sapiens	cytoplasmic polyadenylation element binding protein 2(CPEB2)
196051	PLPP4	Homo sapiens	phospholipid phosphatase 4(PLPP4)
64718	UNKL	Homo sapiens	unkempt family like zinc finger(UNKL)
51412	ACTL6B	Homo sapiens	actin like 6B(ACTL6B)
51411	BIN2	Homo sapiens	bridging integrator 2(BIN2)
81285	OR51E2	Homo sapiens	olfactory receptor family 51 subfamily E member 2(OR51E2)
131540	ZDHHC19	Homo sapiens	zinc finger DHHC-type containing 19(ZDHHC19)
131544	CRYBG3	Homo sapiens	crystallin beta-gamma domain containing 3(CRYBG3)
374969	SVBP	Homo sapiens	small vasohibin binding protein(SVBP)
220134	SKA1	Homo sapiens	spindle and kinetochore associated complex subunit 1(SKA1)
220136	CFAP53	Homo sapiens	cilia and flagella associated protein 53(CFAP53)
51421	AMOTL2	Homo sapiens	angiomotin like 2(AMOTL2)
221472	FGD2	Homo sapiens	FYVE, RhoGEF and PH domain containing 2(FGD2)
197342	EME2	Homo sapiens	essential meiotic structure-specific endonuclease subunit 2(EME2)
51427	ZNF107	Homo sapiens	zinc finger protein 107(ZNF107)
51426	POLK	Homo sapiens	DNA polymerase kappa(POLK)
51429	SNX9	Homo sapiens	sorting nexin 9(SNX9)
51428	DDX41	Homo sapiens	DEAD-box helicase 41(DDX41)
132884	EVC2	Homo sapiens	EvC ciliary complex subunit 2(EVC2)
64748	PLPPR2	Homo sapiens	phospholipid phosphatase related 2(PLPPR2)
64747	MFSD1	Homo sapiens	major facilitator superfamily domain containing 1(MFSD1)
51430	SUCO	Homo sapiens	SUN domain containing ossification factor(SUCO)
51434	ANAPC7	Homo sapiens	anaphase promoting complex subunit 7(ANAPC7)
51433	ANAPC5	Homo sapiens	anaphase promoting complex subunit 5(ANAPC5)
51435	SCARA3	Homo sapiens	scavenger receptor class A member 3(SCARA3)
51438	MAGEC2	Homo sapiens	MAGE family member C2(MAGEC2)
197358	NLRC3	Homo sapiens	NLR family CARD domain containing 3(NLRC3)
374986	MIGA1	Homo sapiens	mitoguardin 1(MIGA1)
199990	FAAP20	Homo sapiens	Fanconi anemia core complex associated protein 20(FAAP20)
64750	SMURF2	Homo sapiens	SMAD specific E3 ubiquitin protein ligase 2(SMURF2)
64753	CCDC136	Homo sapiens	coiled-coil domain containing 136(CCDC136)
64754	SMYD3	Homo sapiens	SET and MYND domain containing 3(SMYD3)
283726	SAXO2	Homo sapiens	stabilizer of axonemal microtubules 2(SAXO2)
220164	DOK6	Homo sapiens	docking protein 6(DOK6)
197320	ZNF778	Homo sapiens	zinc finger protein 778(ZNF778)
51447	IP6K2	Homo sapiens	inositol hexakisphosphate kinase 2(IP6K2)
51449	PCYOX1	Homo sapiens	prenylcysteine oxidase 1(PCYOX1)
197322	ACSF3	Homo sapiens	acyl-CoA synthetase family member 3(ACSF3)
9312	KCNB2	Homo sapiens	potassium voltage-gated channel subfamily B member 2(KCNB2)
9315	NREP	Homo sapiens	neuronal regeneration related protein(NREP)
64762	GAREM1	Homo sapiens	GRB2 associated regulator of MAPK1 subtype 1(GAREM1)
64761	PARP12	Homo sapiens	poly(ADP-ribose) polymerase family member 12(PARP12)
64764	CREB3L2	Homo sapiens	cAMP responsive element binding protein 3 like 2(CREB3L2)
9314	KLF4	Homo sapiens	Kruppel like factor 4(KLF4)
64763	ZNF574	Homo sapiens	zinc finger protein 574(ZNF574)
64768	IPPK	Homo sapiens	inositol-pentakisphosphate 2-kinase(IPPK)
51450	PRRX2	Homo sapiens	paired related homeobox 2(PRRX2)
51451	LCMT1	Homo sapiens	leucine carboxyl methyltransferase 1(LCMT1)
120892	LRRK2	Homo sapiens	leucine rich repeat kinase 2(LRRK2)
9308	CD83	Homo sapiens	CD83 molecule(CD83)
51455	REV1	Homo sapiens	REV1, DNA directed polymerase(REV1)
51458	RHCG	Homo sapiens	Rh family C glycoprotein(RHCG)
9306	SOCS6	Homo sapiens	suppressor of cytokine signaling 6(SOCS6)
197335	WDR90	Homo sapiens	WD repeat domain 90(WDR90)
9322	TRIP10	Homo sapiens	thyroid hormone receptor interactor 10(TRIP10)
9320	TRIP12	Homo sapiens	thyroid hormone receptor interactor 12(TRIP12)
64771	c6orf106	Homo sapiens	chromosome 6 open reading frame 106(C6orf106)
64770	CCDC14	Homo sapiens	coiled-coil domain containing 14(CCDC14)
9326	ZNHIT3	Homo sapiens	zinc finger HIT-type containing 3(ZNHIT3)
9324	HMGN3	Homo sapiens	high mobility group nucleosomal binding domain 3(HMGN3)
9325	TRIP4	Homo sapiens	thyroid hormone receptor interactor 4(TRIP4)
51460	sfmbt1	Homo sapiens	Scm-like with four mbt domains 1(SFMBT1)
117246	FTSJ3	Homo sapiens	FtsJ homolog 3(FTSJ3)
144811	lacc1	Homo sapiens	laccase domain containing 1(LACC1)
117247	SLC16A10	Homo sapiens	solute carrier family 16 member 10(SLC16A10)
88745	RRP36	Homo sapiens	ribosomal RNA processing 36(RRP36)
9319	TRIP13	Homo sapiens	thyroid hormone receptor interactor 13(TRIP13)
51466	EVL	Homo sapiens	Enah/Vasp-like(EVL)
9333	TGM5	Homo sapiens	transglutaminase 5(TGM5)
64780	MICAL1	Homo sapiens	microtubule associated monooxygenase, calponin and LIM domain containing 1(MICAL1)
9331	B4GALT6	Homo sapiens	beta-1,4-galactosyltransferase 6(B4GALT6)
9332	CD163	Homo sapiens	CD163 molecule(CD163)
9337	CNOT8	Homo sapiens	CCR4-NOT transcription complex subunit 8(CNOT8)
64784	CRTC3	Homo sapiens	CREB regulated transcription coactivator 3(CRTC3)
64783	RBM15	Homo sapiens	RNA binding motif protein 15(RBM15)
64786	TBC1D15	Homo sapiens	TBC1 domain family member 15(TBC1D15)
64785	GINS3	Homo sapiens	GINS complex subunit 3(GINS3)
221496	LEMD2	Homo sapiens	LEM domain containing 2(LEMD2)
64789	EXO5	Homo sapiens	exonuclease 5(EXO5)
246778	IL27	Homo sapiens	interleukin 27(IL27)
9330	GTF3C3	Homo sapiens	general transcription factor IIIC subunit 3(GTF3C3)
51473	DCDC2	Homo sapiens	doublecortin domain containing 2(DCDC2)
606495	CYB5RL	Homo sapiens	cytochrome b5 reductase like(CYB5RL)
51477	ISYNA1	Homo sapiens	inositol-3-phosphate synthase 1(ISYNA1)
9328	GTF3C5	Homo sapiens	general transcription factor IIIC subunit 5(GTF3C5)
51479	ANKFY1	Homo sapiens	ankyrin repeat and FYVE domain containing 1(ANKFY1)
9329	GTF3C4	Homo sapiens	general transcription factor IIIC subunit 4(GTF3C4)
8013	NR4A3	Homo sapiens	nuclear receptor subfamily 4 group A member 3(NR4A3)
9344	TAOK2	Homo sapiens	TAO kinase 2(TAOK2)
100506013	Apela	Homo sapiens	apelin receptor early endogenous ligand(APELA)
9343	EFTUD2	Homo sapiens	elongation factor Tu GTP binding domain containing 2(EFTUD2)
22915	MMRN1	Homo sapiens	multimerin 1(MMRN1)
22916	NCBP2	Homo sapiens	nuclear cap binding protein subunit 2(NCBP2)
10929	SRSF8	Homo sapiens	serine and arginine rich splicing factor 8(SRSF8)
56252	YLPM1	Homo sapiens	YLP motif containing 1(YLPM1)
57583	TMEM181	Homo sapiens	transmembrane protein 181(TMEM181)
56253	CRTAM	Homo sapiens	cytotoxic and regulatory T-cell molecule(CRTAM)
57584	ARHGAP21	Homo sapiens	Rho GTPase activating protein 21(ARHGAP21)
9340	GLP2R	Homo sapiens	glucagon like peptide 2 receptor(GLP2R)
9341	VAMP3	Homo sapiens	vesicle associated membrane protein 3(VAMP3)
57580	PREX1	Homo sapiens	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1(PREX1)
83879	CDCA7	Homo sapiens	cell division cycle associated 7(CDCA7)
10933	MORF4L1	Homo sapiens	mortality factor 4 like 1(MORF4L1)
83872	HMCN1	Homo sapiens	hemicentin 1(HMCN1)
57586	SYT13	Homo sapiens	synaptotagmin 13(SYT13)
10935	PRDX3	Homo sapiens	peroxiredoxin 3(PRDX3)
83875	BCO2	Homo sapiens	beta-carotene oxygenase 2(BCO2)
10938	EHD1	Homo sapiens	EH domain containing 1(EHD1)
22908	SACM1L	Homo sapiens	SAC1 suppressor of actin mutations 1-like (yeast)(SACM1L)
22909	FAN1	Homo sapiens	FANCD2/FANCI-associated nuclease 1(FAN1)
22921	MSRB2	Homo sapiens	methionine sulfoxide reductase B2(MSRB2)
9355	LHX2	Homo sapiens	LIM homeobox 2(LHX2)
9356	SLC22A6	Homo sapiens	solute carrier family 22 member 6(SLC22A6)
100101467	ZSCAN30	Homo sapiens	zinc finger and SCAN domain containing 30(ZSCAN30)
8022	LHX3	Homo sapiens	LIM homeobox 3(LHX3)
9353	SLIT2	Homo sapiens	slit guidance ligand 2(SLIT2)
22924	MAPRE3	Homo sapiens	microtubule associated protein RP/EB family member 3(MAPRE3)
9354	UBE4A	Homo sapiens	ubiquitination factor E4A(UBE4A)
22926	ATF6	Homo sapiens	activating transcription factor 6(ATF6)
22927	HABP4	Homo sapiens	hyaluronan binding protein 4(HABP4)
22928	SEPHS2	Homo sapiens	selenophosphate synthetase 2(SEPHS2)
8027	STAM	Homo sapiens	signal transducing adaptor molecule(STAM)
9358	ITGBL1	Homo sapiens	integrin subunit beta like 1(ITGBL1)
56261	GPCPD1	Homo sapiens	glycerophosphocholine phosphodiesterase 1(GPCPD1)
10939	AFG3L2	Homo sapiens	AFG3 like matrix AAA peptidase subunit 2(AFG3L2)
9351	slc9a3r2	Homo sapiens	SLC9A3 regulator 2(SLC9A3R2)
83858	atad3b	Homo sapiens	ATPase family, AAA domain containing 3B(ATAD3B)
8021	NUP214	Homo sapiens	nucleoporin 214(NUP214)
57590	WDFY1	Homo sapiens	WD repeat and FYVE domain containing 1(WDFY1)
57591	MKL1	Homo sapiens	megakaryoblastic leukemia (translocation) 1(MKL1)
9350	CER1	Homo sapiens	cerberus 1, DAN family BMP antagonist(CER1)
56269	IRGC	Homo sapiens	immunity related GTPase cinema(IRGC)
204962	SLC44A5	Homo sapiens	solute carrier family 44 member 5(SLC44A5)
10945	KDELR1	Homo sapiens	KDEL endoplasmic reticulum protein retention receptor 1(KDELR1)
83862	tmem120a	Homo sapiens	transmembrane protein 120A(TMEM120A)
56265	CPXM1	Homo sapiens	carboxypeptidase X, M14 family member 1(CPXM1)
10947	AP3M2	Homo sapiens	adaptor related protein complex 3 mu 2 subunit(AP3M2)
10946	SF3A3	Homo sapiens	splicing factor 3a subunit 3(SF3A3)
